Specie	Time	Index	Thesis	X449.35	X452.25	X455.16	X458.06	X460.96	X463.87	X466.77	X469.68	X472.59	X475.50	X478.41	X481.32	X484.23	X487.14	X490.06	X492.97	X495.89	X498.80	X501.72	X504.64	X507.56	X510.48	X513.40	X516.33	X519.25	X522.18	X525.10	X528.03	X530.96	X533.89	X536.82	X539.75	X542.68	X545.62	X548.55	X551.49	X554.43	X557.36	X560.30	X563.24	X566.18	X569.12	X572.07	X575.01	X577.96	X580.90	X583.85	X586.80	X589.75	X592.70	X595.65	X598.60	X601.55	X604.51	X607.46	X610.42	X613.38	X616.34	X619.30	X622.26	X625.22	X628.18	X631.15	X634.11	X637.08	X640.04	X643.01	X645.98	X648.95	X651.92	X654.89	X657.87	X660.84	X663.81	X666.79	X669.77	X672.75	X675.73	X678.71	X681.69	X684.67	X687.65	X690.64	X693.62	X696.61	X699.60	X702.58	X705.57	X708.57	X711.56	X714.55	X717.54	X720.54	X723.53	X726.53	X729.53	X732.53	X735.53	X738.53	X741.53	X744.53	X747.54	X750.54	X753.55	X756.56	X759.56	X762.57	X765.58	X768.60	X771.61	X774.62	X777.64	X780.65	X783.67	X786.68	X789.70	X792.72
Barely	16/05/2025 08:36:24	97.0	 -Fe +N	0.1622371	0.1663482	0.1685313	0.1675708	0.1701704	0.1708692	0.1709638	0.1723831	0.1733568	0.1731215	0.1748754	0.1762696	0.1777356	0.1804237	0.1850195	0.1897332	0.1989524	0.2095566	0.2233243	0.2389295	0.2558072	0.2751263	0.2937673	0.312419	0.3287966	0.3435404	0.355795	0.3655419	0.3706863	0.3762834	0.3812735	0.3839873	0.3871369	0.3895289	0.3910907	0.3933227	0.3938736	0.3940707	0.3922951	0.3901414	0.3878469	0.3831068	0.3795104	0.3740061	0.3717399	0.368573	0.3653207	0.3623092	0.360626	0.3596378	0.3582295	0.3571427	0.3556688	0.3532278	0.3507996	0.3470204	0.3419175	0.3384797	0.3351599	0.3329355	0.3321031	0.3313157	0.3308037	0.3283193	0.3223199	0.3146356	0.3057262	0.2992321	0.2889341	0.2816436	0.2760924	0.2673452	0.2546511	0.2397822	0.2252531	0.2144985	0.2067295	0.2062828	0.2097604	0.2222962	0.2522985	0.2951683	0.3421099	0.382956	0.4162203	0.4378219	0.4528524	0.4634584	0.4714593	0.4765006	0.4810462	0.4840558	0.488319	0.4911555	0.4935939	0.4952128	0.4957646	0.4968804	0.4974389	0.4992384	0.4987761	0.4992485	0.4999594	0.4989528	0.4982344	0.5001903	0.4974072	0.4980682	0.4981403	0.4978462	0.4975575	0.4973481	0.4970694	0.4964335	0.4979179	0.4981669	0.4984486
Barely	16/05/2025 08:36:39	98.0	 -Fe +N	0.2072868	0.2104247	0.2118241	0.2136032	0.2163195	0.2181094	0.2195162	0.2218924	0.2235017	0.2262196	0.2273605	0.2285497	0.2302759	0.2322706	0.2355065	0.2391954	0.2468288	0.2573799	0.2679027	0.2820778	0.2979661	0.3144428	0.3318939	0.3483908	0.3638219	0.3773844	0.3896755	0.3991168	0.4039987	0.4103695	0.4151028	0.4189119	0.421894	0.4247874	0.4272332	0.4283228	0.4294608	0.4301601	0.4294214	0.428199	0.4276666	0.4253903	0.4225564	0.4197384	0.4182793	0.4159015	0.4138018	0.4126997	0.4120646	0.4118487	0.4105149	0.4096227	0.4100407	0.4083904	0.4053689	0.4027282	0.3993674	0.3970157	0.3937697	0.3928941	0.3922257	0.3918287	0.3915025	0.3906028	0.3871068	0.3819719	0.3771236	0.3709031	0.3641492	0.3571556	0.3508037	0.3425994	0.3305459	0.3165823	0.3020081	0.2901346	0.2823139	0.279804	0.2828262	0.2938788	0.3210325	0.3573783	0.3956809	0.4269094	0.448811	0.4635206	0.4717897	0.4788947	0.4836184	0.486036	0.4875037	0.4896771	0.4911979	0.4926319	0.4931477	0.4945801	0.4952345	0.4953424	0.4963031	0.4956943	0.4964671	0.4961144	0.496746	0.4960731	0.4954705	0.4974887	0.4959839	0.4969741	0.4957973	0.4953525	0.4961191	0.4960032	0.4954915	0.4945071	0.4959585	0.4971438	0.4952215
Barely	16/05/2025 08:36:47	99.0	 -Fe +N	0.239632	0.2407758	0.2423427	0.2490768	0.2512849	0.2555787	0.2612173	0.2646574	0.26638	0.2671228	0.2663738	0.2653131	0.2674212	0.2721355	0.2790857	0.2843984	0.2959512	0.309405	0.3241328	0.3414771	0.3599942	0.3769365	0.3933549	0.4091191	0.4229601	0.4335888	0.442721	0.4503065	0.4548065	0.458375	0.4623685	0.4649226	0.4672325	0.4692474	0.4701514	0.4711234	0.4717709	0.4719459	0.4719381	0.4709791	0.4712194	0.4700146	0.4690609	0.4669543	0.465814	0.4647759	0.4646172	0.4634401	0.4630201	0.4624614	0.4619046	0.4618509	0.4616885	0.4604668	0.4584663	0.456836	0.4545699	0.453467	0.4509375	0.4504804	0.4491339	0.4491679	0.4486198	0.449212	0.4482096	0.448108	0.4471212	0.4458572	0.4432121	0.4386508	0.4334107	0.4251298	0.4149172	0.4009885	0.3870014	0.3758674	0.3685045	0.3661411	0.3685132	0.378909	0.39694	0.4197341	0.441343	0.4577776	0.4684035	0.4749625	0.4793785	0.4819914	0.4843602	0.4851967	0.4862108	0.485339	0.487614	0.4874367	0.4876236	0.4882534	0.4887642	0.4887442	0.4892889	0.4888387	0.4885861	0.4881344	0.4876073	0.4879688	0.4889422	0.4875847	0.4862658	0.4876402	0.4868997	0.4866534	0.4856982	0.4859602	0.4848258	0.4865878	0.4874875	0.4856831	0.4868437
Barely	16/05/2025 08:36:59	100.0	 -Fe +N	0.2115216	0.2126039	0.2136066	0.2156901	0.2176409	0.2201693	0.2238242	0.2278953	0.2305851	0.2337428	0.2328511	0.2333183	0.2341228	0.2371469	0.2403543	0.2436359	0.2521699	0.2616037	0.273103	0.2866824	0.3025541	0.3187142	0.3339999	0.3498518	0.3635721	0.375676	0.3859077	0.3950118	0.3989744	0.4040496	0.4091648	0.4122431	0.4151874	0.4172496	0.4188401	0.42025	0.4209041	0.4208501	0.4214151	0.421305	0.4201242	0.4189378	0.4180954	0.4166942	0.4163595	0.414814	0.4146179	0.413283	0.4129024	0.4118278	0.4124695	0.4123359	0.4120143	0.4103061	0.4088173	0.4072084	0.4042935	0.4031558	0.4013869	0.4008923	0.4011846	0.3993772	0.399532	0.3992455	0.3987668	0.3980209	0.3969837	0.3939402	0.3926362	0.3876535	0.3832352	0.3753563	0.365735	0.3547308	0.3418108	0.3323307	0.3255006	0.3240291	0.3257241	0.3346337	0.3525748	0.3736279	0.3930828	0.4086266	0.4194393	0.4261753	0.4312133	0.4334431	0.4348395	0.4358259	0.4366553	0.4368587	0.43748	0.4388034	0.4386459	0.4394112	0.43937	0.4395576	0.4390318	0.4394853	0.4398592	0.4393593	0.4392616	0.4404372	0.4399537	0.4401214	0.4390639	0.4398205	0.4396928	0.4391417	0.4389827	0.438903	0.4384355	0.4400393	0.4400582	0.4392262	0.4417277
Barely	16/05/2025 08:37:11	101.0	 -Fe +N	0.2109375	0.212847	0.2141112	0.2156311	0.2165663	0.2186806	0.2205517	0.2233098	0.224557	0.2269955	0.2289994	0.2291253	0.22998	0.2319845	0.2340103	0.2385318	0.2453329	0.2549299	0.2653851	0.2784384	0.2935226	0.3081733	0.3232083	0.3368401	0.3517935	0.3638829	0.3735646	0.3827996	0.3874834	0.3925651	0.3976538	0.4016739	0.4050717	0.4071247	0.4083007	0.4104234	0.4110561	0.412055	0.4113432	0.4110063	0.4099973	0.4083659	0.4058254	0.4036577	0.4027987	0.4011388	0.3999734	0.3989121	0.3976272	0.3971287	0.396125	0.3953682	0.3946469	0.3929397	0.3913104	0.3890304	0.3858462	0.3843935	0.3813974	0.380521	0.3798143	0.3792885	0.3784477	0.3774208	0.3759356	0.3722234	0.3679381	0.3648934	0.358038	0.3532842	0.3481435	0.3403319	0.3300893	0.3167895	0.3026144	0.291636	0.2845387	0.2814446	0.2842822	0.2932128	0.3165294	0.3462117	0.3744126	0.3970882	0.4131684	0.4241225	0.4295305	0.434205	0.4368147	0.4390767	0.4402257	0.4405045	0.4427764	0.4429292	0.4431149	0.4442617	0.4443605	0.4441295	0.4450857	0.4437609	0.4439476	0.4438148	0.4456282	0.4451568	0.4440421	0.4432799	0.4429786	0.4433318	0.4438066	0.442755	0.4437494	0.4441551	0.4421309	0.4438755	0.4440036	0.44368	0.4435894
Barely	16/05/2025 08:37:21	102.0	 -Fe +N	0.2466414	0.2483327	0.2506205	0.2542216	0.2537816	0.2569383	0.2587427	0.2605495	0.2617467	0.2628425	0.2642932	0.2644872	0.2662659	0.2689147	0.2712477	0.2758918	0.2803111	0.2862911	0.293945	0.3018952	0.3116578	0.3197418	0.3278292	0.3356717	0.343132	0.3487768	0.3536717	0.3575733	0.3600416	0.3621547	0.3645671	0.3662926	0.3665254	0.3681907	0.3683652	0.3697473	0.3701599	0.3703235	0.3705476	0.3702815	0.3699774	0.3679443	0.3664357	0.3658255	0.3655902	0.3639468	0.3627941	0.362748	0.3621086	0.361764	0.3611572	0.3612495	0.3598485	0.3597043	0.3591991	0.3572121	0.3553897	0.3543662	0.3527255	0.3526398	0.3518959	0.3511075	0.3509972	0.3504797	0.3486102	0.3470048	0.3442793	0.3408547	0.3382974	0.3347748	0.332324	0.3267287	0.3215045	0.3124982	0.3043451	0.2978016	0.2927981	0.2916942	0.2936686	0.3004123	0.3143474	0.3338097	0.352318	0.3673829	0.3775055	0.3843734	0.388854	0.3913327	0.3938904	0.3949702	0.3959291	0.3965824	0.3976249	0.3975762	0.3978907	0.3999325	0.3995639	0.4005854	0.4005869	0.3998567	0.3993561	0.3993894	0.4003422	0.398193	0.3997751	0.4002327	0.3981753	0.3993498	0.3988129	0.3990287	0.3982722	0.3986824	0.3980345	0.3993519	0.3983373	0.3995486	0.3997766
Barely	16/05/2025 08:37:32	103.0	 -Fe +N	0.1818049	0.1847554	0.184865	0.1867342	0.186613	0.1882987	0.190812	0.1930828	0.1957085	0.1963592	0.1986392	0.2000342	0.1999175	0.2029641	0.2067179	0.2114424	0.2195955	0.2315737	0.2446908	0.2618206	0.2813482	0.3010269	0.3203272	0.3407197	0.3601524	0.3756585	0.3889963	0.399857	0.4060508	0.4129451	0.4186753	0.4225848	0.4261516	0.4281865	0.4311747	0.4321142	0.4340492	0.4335929	0.4329347	0.431656	0.4298052	0.426665	0.4228432	0.4193708	0.4175859	0.4149226	0.4115945	0.4100522	0.4083974	0.4067203	0.4057045	0.4053877	0.4038155	0.4021099	0.3992984	0.3955299	0.3905334	0.3879247	0.3850133	0.3832245	0.3815703	0.3809824	0.3795236	0.3777444	0.3727704	0.3664877	0.3600022	0.3542374	0.3463092	0.3387453	0.3318995	0.3229329	0.3097177	0.2936459	0.2764541	0.2634356	0.254183	0.2511927	0.2542157	0.2683159	0.2997504	0.3406597	0.3820473	0.4145873	0.4355737	0.4496252	0.4579719	0.4651209	0.4688306	0.4704109	0.4717125	0.4737185	0.475565	0.4750911	0.4763319	0.4769497	0.4769176	0.4783806	0.4786867	0.4786306	0.4775582	0.4779155	0.4785945	0.4781715	0.4771526	0.4774899	0.4763683	0.4757334	0.4764137	0.4758632	0.4754309	0.4754561	0.4732923	0.4745727	0.4758742	0.4752036	0.4746183
Barely	16/05/2025 08:37:46	104.0	 -Fe +N	0.2202833	0.2225339	0.2241849	0.2264949	0.2284133	0.2301337	0.2349873	0.2366253	0.2394347	0.2416558	0.2442501	0.243984	0.2470666	0.2490261	0.2524271	0.2589941	0.266032	0.2775134	0.2906527	0.3068316	0.3261082	0.3443944	0.3633153	0.3815541	0.3987037	0.4131895	0.42461	0.4338397	0.4392799	0.4455286	0.4499414	0.4533414	0.4563575	0.4583971	0.4596015	0.461415	0.4619526	0.4621469	0.4613578	0.4607407	0.4598561	0.4571294	0.4545957	0.4521588	0.450792	0.4487739	0.4471178	0.4455596	0.4453255	0.4433869	0.4434228	0.4427462	0.442491	0.4405985	0.4380278	0.4355994	0.4316171	0.4306003	0.426908	0.4251588	0.423924	0.4235794	0.4233041	0.4226526	0.4195843	0.4169049	0.4130019	0.4096322	0.4040132	0.3987434	0.3920647	0.3816359	0.3689305	0.3533398	0.337645	0.3234651	0.3153516	0.3124307	0.3149754	0.3261021	0.352198	0.3834521	0.4149687	0.4392503	0.456192	0.4676812	0.4748384	0.4803639	0.4833806	0.4861136	0.487325	0.4888487	0.4898407	0.4902042	0.4897858	0.4920494	0.4922074	0.4931364	0.4927009	0.4933656	0.4926668	0.4918889	0.4929176	0.4920703	0.4921795	0.4919208	0.4917802	0.491558	0.4922328	0.4910616	0.4910125	0.4900554	0.4905402	0.4905572	0.4900385	0.4899457	0.4896363
Barely	16/05/2025 08:37:57	105.0	 -Fe +N	0.1686624	0.1718674	0.1727133	0.1736916	0.1740256	0.1754132	0.1767799	0.1771823	0.1798162	0.1805201	0.1817349	0.18347	0.1841879	0.1866037	0.1902577	0.1951488	0.2033161	0.2136678	0.2273901	0.2423417	0.2595282	0.2770126	0.2957468	0.3142668	0.3302553	0.3453388	0.3573092	0.3662362	0.3710778	0.3774842	0.38208	0.3845514	0.3870762	0.3896604	0.3908441	0.3916683	0.3930188	0.3930405	0.3917088	0.3899781	0.3874372	0.3834679	0.379166	0.3757317	0.3736097	0.3706443	0.3670827	0.3648332	0.3626374	0.3615872	0.3598443	0.3587216	0.3572393	0.3554727	0.3523645	0.3490056	0.345291	0.3424365	0.3388867	0.3380271	0.3368653	0.3347788	0.3339522	0.331303	0.3257669	0.3183827	0.3089219	0.3027099	0.2943995	0.2879067	0.2823749	0.2749456	0.2647689	0.2511468	0.2376235	0.2253902	0.217549	0.2140481	0.2175935	0.229242	0.2577156	0.2970218	0.3377068	0.3716016	0.3954328	0.4124488	0.4228523	0.4302597	0.4349429	0.4378298	0.4404938	0.442131	0.4454931	0.4459184	0.447199	0.4472985	0.4483384	0.4491895	0.4491511	0.4505186	0.449314	0.4500868	0.4491704	0.4495328	0.4488397	0.4487642	0.4476878	0.4479317	0.4483214	0.4467793	0.4476571	0.4474652	0.4473321	0.447433	0.4476571	0.448275	0.4478094
Barely	16/05/2025 08:38:14	106.0	 -Fe +N	0.2248102	0.2279872	0.2303855	0.2344755	0.2349909	0.2377517	0.241445	0.2451077	0.2476031	0.2485451	0.2501534	0.2510204	0.2519425	0.2545838	0.260042	0.2643151	0.2726824	0.2847361	0.2981864	0.313023	0.3306239	0.3476969	0.3634231	0.3798849	0.3945866	0.4068892	0.4167132	0.4235537	0.4285747	0.4336754	0.4371426	0.4397756	0.4420952	0.4437714	0.4458292	0.446267	0.447192	0.4475428	0.4470833	0.4464504	0.4455477	0.4445538	0.4429582	0.4407315	0.4401325	0.4382169	0.4376453	0.4360891	0.4357897	0.4357484	0.4350171	0.4341409	0.4335074	0.4325079	0.4307964	0.4295981	0.4260853	0.4260002	0.4238299	0.4222863	0.4217215	0.4205738	0.4201469	0.4186337	0.4174926	0.4156715	0.4129673	0.4096878	0.406116	0.4016335	0.3970455	0.3895033	0.3791351	0.3666578	0.3536283	0.3433937	0.3364116	0.3345757	0.3369533	0.3472249	0.3667785	0.3911238	0.4138124	0.43037	0.4432371	0.4507995	0.4560771	0.4588193	0.4604589	0.4617797	0.4630095	0.4625383	0.4642279	0.464802	0.4651295	0.4672065	0.4667286	0.4662664	0.4665742	0.4665072	0.4667446	0.4672583	0.4683456	0.4666094	0.4666617	0.4669939	0.4664891	0.4669205	0.467568	0.4666026	0.4665773	0.466193	0.4657662	0.4654215	0.4669385	0.4666574	0.4664267
Barely	16/05/2025 08:38:25	107.0	 -Fe +N	0.1651577	0.1674504	0.1693108	0.1732165	0.1731606	0.1766442	0.1766944	0.1801741	0.1802035	0.181615	0.1829439	0.1819204	0.1844881	0.1874827	0.1918005	0.1975795	0.2083242	0.2200622	0.2365031	0.2549355	0.2744843	0.2965769	0.3174253	0.3387119	0.3565136	0.3719851	0.3851787	0.3950473	0.3997504	0.4062522	0.409889	0.4124291	0.4154486	0.4177592	0.4193893	0.4203983	0.4211707	0.419496	0.4191031	0.4170254	0.4141871	0.4095135	0.404322	0.3999143	0.3974926	0.3937766	0.3894566	0.3870302	0.3851193	0.3828309	0.3830174	0.3813215	0.3801068	0.3774938	0.3740617	0.3687774	0.3617337	0.3580943	0.3531025	0.3510073	0.3486517	0.347297	0.3460534	0.3444422	0.3397947	0.3353439	0.3298597	0.3235491	0.3169619	0.308297	0.2995529	0.2885438	0.2728099	0.2552902	0.23684	0.2235266	0.2141965	0.2109506	0.2132625	0.2252458	0.2542803	0.2968298	0.3434138	0.3830485	0.4121688	0.4318465	0.4455941	0.4550865	0.4619368	0.4655903	0.4691842	0.4715536	0.4744114	0.4760872	0.4776071	0.4786368	0.4797191	0.4813649	0.482698	0.4816856	0.4818159	0.481837	0.4824575	0.4815781	0.4812615	0.4805259	0.4800221	0.4793809	0.479466	0.4768329	0.4780076	0.4771205	0.4767302	0.4774691	0.4776683	0.4776549	0.4772868
Barely	16/05/2025 08:38:36	108.0	 -Fe +N	0.2013727	0.2042359	0.2060968	0.2081494	0.2084948	0.2110837	0.2141311	0.2159965	0.2200701	0.2215481	0.224182	0.2254811	0.2254127	0.2285247	0.2317394	0.2358826	0.2441925	0.2536526	0.2681533	0.2827454	0.2994834	0.3180413	0.3377061	0.3561475	0.3721555	0.3873903	0.3990675	0.4089206	0.4143805	0.4217474	0.4266349	0.4302047	0.4333537	0.4361418	0.437973	0.4395325	0.4394913	0.4406614	0.4393978	0.4391949	0.4376094	0.4362757	0.4334856	0.430786	0.4300831	0.4286195	0.427323	0.4245912	0.4237869	0.4242661	0.4227589	0.4227909	0.4218017	0.4203817	0.4182237	0.4153235	0.411538	0.4100043	0.4074836	0.4059446	0.4055896	0.4045993	0.403893	0.4021679	0.3996975	0.3961576	0.3927684	0.3876802	0.3826421	0.3771286	0.3705003	0.3622411	0.3508204	0.3368552	0.3229451	0.310115	0.3013623	0.2989591	0.3016237	0.3135109	0.3390638	0.3707066	0.400763	0.4225708	0.4386994	0.4483523	0.4549126	0.4585102	0.4608516	0.462432	0.4636437	0.4639135	0.4666364	0.4663224	0.4671003	0.4658568	0.4673807	0.4674746	0.4673861	0.4688087	0.4672202	0.4665619	0.4663767	0.468136	0.4677886	0.4684675	0.4665205	0.4659487	0.4666503	0.4665526	0.466291	0.4642276	0.4638516	0.4647214	0.465832	0.4658563	0.4662405
Barely	16/05/2025 08:38:45	109.0	 -Fe +N	0.2086741	0.211516	0.2124632	0.2143572	0.217028	0.2178709	0.2209147	0.2235053	0.2274175	0.2290806	0.2311606	0.2308377	0.2327282	0.2347354	0.2390787	0.2435554	0.2517205	0.2625054	0.2762011	0.2925555	0.3090929	0.3299741	0.3500602	0.3685375	0.3853588	0.4015915	0.4137065	0.4240039	0.429604	0.436792	0.4415668	0.4447985	0.4486849	0.451351	0.4533188	0.4542047	0.4554149	0.4550944	0.4544752	0.4542859	0.452343	0.4501915	0.4479541	0.4445972	0.4436678	0.4413806	0.439674	0.4379661	0.4371212	0.4367526	0.4356657	0.4352782	0.4343458	0.4320461	0.4293744	0.4271114	0.4223729	0.4195676	0.4168616	0.415382	0.4143401	0.4133113	0.4122106	0.4117307	0.4101513	0.4079874	0.4047359	0.4016193	0.3954703	0.3884986	0.3807165	0.3704829	0.354763	0.3396076	0.3229482	0.3097322	0.3002042	0.2966106	0.2986233	0.3106565	0.3371869	0.370894	0.4034401	0.4300243	0.4480367	0.459979	0.4671612	0.4724421	0.476233	0.4781685	0.4794153	0.4806132	0.4823072	0.4834968	0.4839996	0.4859758	0.4854617	0.486378	0.4853317	0.4875734	0.4858072	0.4849031	0.4856363	0.4859189	0.48612	0.4857762	0.4841631	0.4851181	0.4850591	0.4837466	0.4835439	0.4837971	0.4823049	0.4842488	0.4850481	0.4852514	0.4844855
Barely	16/05/2025 08:38:57	110.0	 -Fe +N	0.2142231	0.2195522	0.2221943	0.2229219	0.2261289	0.2275273	0.2287996	0.2326944	0.2344372	0.235443	0.2371935	0.2397646	0.2410959	0.2446848	0.25018	0.2544189	0.2636304	0.2753299	0.2894657	0.3065641	0.323182	0.3424524	0.3599726	0.3780576	0.3934159	0.4064421	0.4173503	0.4256236	0.4303119	0.43585	0.4404323	0.4437035	0.4467793	0.448119	0.4502315	0.4517234	0.4524455	0.453058	0.4518945	0.4512774	0.4498334	0.4471813	0.4441874	0.4417027	0.4403079	0.4380895	0.43603	0.4344524	0.4338901	0.4327011	0.4314984	0.4309296	0.4305807	0.4290444	0.4265499	0.4235747	0.4187175	0.4174431	0.4137685	0.4126987	0.4116316	0.4108112	0.4098841	0.4078022	0.4043531	0.4001823	0.3942453	0.389266	0.3824821	0.3764791	0.3701041	0.3624123	0.3498301	0.3349019	0.3198867	0.3071329	0.298406	0.2958066	0.2988839	0.3117349	0.3390593	0.3745716	0.4099137	0.4380443	0.4573896	0.4701844	0.4799508	0.4860797	0.4904294	0.4918589	0.4944192	0.4958008	0.4980539	0.498611	0.4994672	0.5008647	0.5013642	0.5018102	0.5020825	0.5029463	0.5026507	0.5019568	0.5036849	0.5028986	0.5031643	0.5034361	0.5018005	0.50304	0.5023687	0.5015193	0.5006785	0.5003152	0.5008345	0.5001709	0.5004266	0.5015704	0.5011791
Barely	16/05/2025 08:39:07	111.0	 -Fe +N	0.1623102	0.1645465	0.1681512	0.1686381	0.1697193	0.1703952	0.170592	0.1714623	0.1726714	0.1736727	0.1735924	0.1748372	0.1749829	0.178454	0.1823545	0.1853331	0.1918777	0.1992798	0.2086622	0.2199721	0.2318919	0.2444335	0.257416	0.26942	0.2808699	0.2904532	0.2990054	0.3048798	0.3080243	0.3117615	0.3142531	0.3167151	0.3187372	0.3205703	0.3213746	0.3225854	0.3227432	0.3220668	0.3216459	0.3199401	0.3172437	0.3147538	0.3109118	0.3081317	0.3064601	0.3043691	0.3015594	0.2992703	0.2987208	0.296947	0.2960648	0.2954727	0.2953417	0.2930011	0.2912389	0.2884739	0.2842625	0.2831869	0.2796481	0.2783803	0.2775463	0.2765424	0.2757254	0.273852	0.2710669	0.2666291	0.2610068	0.255801	0.2505551	0.2458034	0.2421044	0.2361536	0.228064	0.2182959	0.2087132	0.2006242	0.1960318	0.1950436	0.1973691	0.2071043	0.2261995	0.2526921	0.2829001	0.3088337	0.3301556	0.3450278	0.3559909	0.3631985	0.3685502	0.3723104	0.3755636	0.378322	0.3810409	0.382101	0.3844505	0.3859294	0.3873673	0.3880675	0.388387	0.3884326	0.389118	0.3893751	0.3900291	0.3897165	0.3905385	0.3901116	0.3891631	0.3890322	0.3877419	0.3876043	0.3880554	0.387365	0.3868989	0.3889765	0.388906	0.3884783	0.3892268
Barely	16/05/2025 08:39:25	112.0	 -Fe +N	0.1904206	0.1934635	0.1958897	0.1953915	0.1968919	0.1995931	0.2019519	0.2051944	0.2066425	0.2096967	0.2101838	0.2116243	0.2139927	0.2161257	0.2202613	0.2245646	0.2318168	0.2432066	0.2559653	0.2716171	0.2894765	0.3074801	0.3256711	0.3437274	0.3597915	0.3742218	0.3866414	0.3962104	0.4007934	0.4070599	0.4129287	0.4168154	0.4195408	0.4230489	0.4244597	0.4259866	0.4262452	0.427158	0.4269361	0.4256373	0.4249157	0.4221495	0.4204154	0.4172999	0.416225	0.4145522	0.4125327	0.4101099	0.4092199	0.4082785	0.4074823	0.4071415	0.4061496	0.4049844	0.4022189	0.39944	0.3950994	0.3933664	0.3903132	0.3893735	0.3884755	0.3869326	0.3865187	0.3850458	0.3826747	0.379335	0.3744609	0.3716265	0.3648668	0.3585097	0.353096	0.3433926	0.3313031	0.3153393	0.2995455	0.2872741	0.2781689	0.2748537	0.2789221	0.2908658	0.3178641	0.3516746	0.384844	0.4102901	0.4284969	0.4392915	0.4467078	0.4522921	0.4542461	0.4571704	0.4577188	0.4596286	0.4608051	0.4610373	0.4615129	0.46282	0.4619788	0.4632157	0.4623088	0.4636182	0.4634594	0.4631775	0.464328	0.4643743	0.4639789	0.4640852	0.4616852	0.4644158	0.4630843	0.4633207	0.462344	0.4626336	0.4624255	0.4631641	0.4617405	0.4622776	0.4631997
Barely	16/05/2025 08:39:36	113.0	 -Fe +N	0.2245911	0.2234516	0.2243736	0.2265683	0.2276014	0.2316865	0.2336371	0.2399725	0.2425465	0.2447826	0.2457726	0.2468395	0.2482661	0.2504112	0.253455	0.258109	0.2664554	0.2756075	0.2880527	0.3037656	0.3198584	0.336999	0.3536258	0.3696326	0.3826375	0.3951367	0.4054241	0.4127535	0.4174002	0.4226539	0.4280474	0.4307609	0.4341247	0.4365018	0.4367892	0.4384398	0.4393431	0.4405064	0.4396036	0.4397676	0.4393416	0.4381693	0.4372574	0.4356279	0.4347875	0.4341741	0.4331425	0.4326313	0.4310027	0.4323446	0.4312828	0.4305135	0.4304785	0.4299743	0.4290599	0.4274238	0.4244141	0.4242645	0.4219999	0.4218712	0.4218108	0.4200345	0.4206505	0.4199057	0.4186463	0.417975	0.4161963	0.4143899	0.411273	0.4078332	0.4034412	0.3970204	0.3881751	0.3768386	0.3648127	0.3547287	0.3485112	0.3467218	0.3499641	0.3588646	0.3761044	0.3964223	0.4148326	0.428807	0.4382716	0.4448822	0.4478883	0.4510705	0.4523477	0.4527502	0.453044	0.4533952	0.4541653	0.4545718	0.4543441	0.4533721	0.4541972	0.4540473	0.4532143	0.4546836	0.4541212	0.4539983	0.4555826	0.454974	0.4543967	0.4557568	0.4540412	0.4548062	0.4539787	0.4536292	0.4537876	0.4519461	0.4532015	0.4528242	0.4535425	0.4523248	0.451719
Barely	16/05/2025 08:39:48	114.0	 -Fe +N	0.1971379	0.1983813	0.1998206	0.2003945	0.2015618	0.2042732	0.207554	0.2103829	0.213741	0.2156228	0.2176426	0.2182617	0.2196299	0.2210097	0.2244486	0.2276942	0.2361282	0.2460587	0.2593759	0.2747404	0.2935226	0.3124297	0.3329834	0.3526151	0.3711035	0.3872938	0.4019938	0.4133357	0.4199316	0.4280466	0.4343383	0.438901	0.443453	0.446449	0.4489697	0.45008	0.4514322	0.4529534	0.4521781	0.450553	0.4496632	0.4474571	0.4449253	0.4418513	0.4403294	0.439008	0.4372774	0.435627	0.43451	0.4333105	0.4324855	0.4317407	0.4306773	0.4292075	0.4263939	0.4236429	0.4190753	0.4177288	0.4135757	0.4124195	0.4116614	0.4103923	0.410029	0.4086338	0.4068055	0.4035088	0.3987706	0.3940794	0.3881279	0.3818179	0.3748302	0.365224	0.3515781	0.335257	0.3191998	0.3059842	0.2970041	0.2928219	0.2954807	0.3070726	0.3346593	0.370207	0.4030864	0.4290533	0.4477499	0.4599282	0.4676451	0.4728674	0.4761745	0.4787692	0.4786292	0.4787615	0.4811559	0.4807709	0.4818451	0.4835295	0.4832367	0.4831053	0.4838124	0.4844023	0.4827723	0.4827058	0.4833229	0.4832149	0.483791	0.4831324	0.4825714	0.4826414	0.4822569	0.4821296	0.4825275	0.4809573	0.4801691	0.4802192	0.4819095	0.4808655	0.4819412
