Treatments	Species	Thesis	Leaf	X397.32	X400.20	X403.09	X405.97	X408.85	X411.74	X414.63	X417.52	X420.40	X423.29	X426.19	X429.08	X431.97	X434.87	X437.76	X440.66	X443.56	X446.45	X449.35	X452.25	X455.16	X458.06	X460.96	X463.87	X466.77	X469.68	X472.59	X475.50	X478.41	X481.32	X484.23	X487.14	X490.06	X492.97	X495.89	X498.80	X501.72	X504.64	X507.56	X510.48	X513.40	X516.33	X519.25	X522.18	X525.10	X528.03	X530.96	X533.89	X536.82	X539.75	X542.68	X545.62	X548.55	X551.49	X554.43	X557.36	X560.30	X563.24	X566.18	X569.12	X572.07	X575.01	X577.96	X580.90	X583.85	X586.80	X589.75	X592.70	X595.65	X598.60	X601.55	X604.51	X607.46	X610.42	X613.38	X616.34	X619.30	X622.26	X625.22	X628.18	X631.15	X634.11	X637.08	X640.04	X643.01	X645.98	X648.95	X651.92	X654.89	X657.87	X660.84	X663.81	X666.79	X669.77	X672.75	X675.73	X678.71	X681.69	X684.67	X687.65	X690.64	X693.62	X696.61	X699.60	X702.58	X705.57	X708.57	X711.56	X714.55	X717.54	X720.54	X723.53	X726.53	X729.53	X732.53	X735.53	X738.53	X741.53	X744.53	X747.54	X750.54	X753.55	X756.56	X759.56	X762.57	X765.58	X768.60	X771.61	X774.62	X777.64	X780.65	X783.67	X786.68	X789.70	X792.72	X795.74	X798.77	X801.79	X804.81	X807.84	X810.86	X813.89	X816.92	X819.95	X822.98	X826.01	X829.04	X832.07	X835.11	X838.14	X841.18	X844.22	X847.25	X850.29	X853.33	X856.37	X859.42	X862.46	X865.50	X868.55	X871.60	X874.64	X877.69	X880.74	X883.79	X886.84	X889.90	X892.95	X896.01	X899.06	X902.12	X905.18	X908.24	X911.30	X914.36	X917.42	X920.48	X923.55	X926.61	X929.68	X932.74	X935.81	X938.88	X941.95	X945.02	X948.10	X951.17	X954.24	X957.32	X960.40	X963.47	X966.55	X969.63	X972.71	X975.79	X978.88	X981.96	X985.05	X988.13	X991.22	X994.31	X997.40	X1000.49	X1003.58
Cs_-N+Fe	Cs	-N+Fe	31.942	0.136780143	0.119425352	0.107489489	0.097965566	0.091650894	0.086702102	0.083080045	0.079142289	0.076291093	0.073196363	0.071096787	0.069039738	0.066807085	0.065032324	0.062504508	0.060298382	0.058092868	0.055730941	0.054519977	0.054435666	0.055939077	0.057354093	0.058368971	0.058380106	0.058221458	0.058033022	0.057919216	0.057725996	0.057513426	0.057497066	0.057588746	0.057513562	0.058003248	0.058858187	0.060305429	0.062528968	0.065942926	0.071001835	0.077889699	0.086822394	0.098184952	0.111939524	0.127495122	0.144326807	0.160693908	0.175236761	0.18719033	0.196442598	0.202765373	0.207122214	0.209901475	0.211801915	0.213602167	0.215374501	0.215802422	0.214399546	0.210649447	0.20483353	0.197387989	0.188191433	0.178444023	0.168824134	0.160191505	0.152735447	0.146542825	0.141610208	0.137283568	0.133831832	0.131129967	0.128898993	0.126714946	0.124224785	0.121052577	0.117116217	0.112691508	0.108332107	0.104344462	0.101273102	0.099346649	0.098078306	0.097101994	0.095754025	0.092894145	0.088694731	0.083258442	0.077747998	0.072913201	0.069390926	0.06709394	0.064924427	0.062215631	0.059281945	0.056914347	0.055464566	0.054959821	0.05529867	0.056350956	0.058053016	0.060961621	0.066686337	0.078357354	0.099044212	0.129604752	0.166563452	0.206268477	0.245226827	0.281596429	0.315011453	0.345366804	0.372974686	0.399743802	0.422651673	0.44163978	0.459580636	0.47514993	0.487612538	0.498567499	0.507924316	0.518325387	0.527204854	0.537604011	0.548609856	0.562579693	0.576090517	0.590708472	0.605172112	0.618431409	0.630076211	0.640523775	0.64896963	0.65542066	0.661601686	0.666852086	0.671523014	0.675093252	0.677804162	0.679706258	0.681252051	0.683298703	0.684877651	0.686989769	0.688963429	0.692579601	0.694512484	0.695166648	0.695210835	0.695571333	0.695917829	0.696612854	0.696672609	0.697254667	0.697295778	0.697298472	0.697332743	0.697646242	0.697204879	0.697234131	0.698016606	0.698465053	0.697836773	0.698439909	0.698160357	0.696474222	0.696921453	0.695680466	0.695634847	0.695939452	0.695326829	0.695128412	0.694951299	0.695309615	0.694470573	0.69453966	0.694028414	0.694134537	0.694431631	0.693733234	0.693815906	0.693124868	0.69263792	0.689469019	0.6895606	0.690604465	0.68794625	0.687583252	0.686768533	0.685131413	0.682188376	0.679167757	0.680502505	0.678411029	0.676179048	0.678638591	0.676308606	0.676208351	0.673583243	0.675358071	0.674356081	0.676067286	0.675928471	0.673311882	0.673765077	0.672035963	0.545038575
Cs_-N+Fe	Cs	-N+Fe	43.173	0.123749072	0.106045849	0.09456793	0.085036459	0.079007601	0.073986939	0.07067947	0.066996541	0.06404124	0.061445421	0.059086405	0.056958021	0.054716003	0.052089437	0.05029954	0.04831443	0.046249808	0.044480514	0.043380583	0.043726838	0.04500719	0.046332901	0.04716307	0.047086386	0.046926531	0.046504843	0.04651064	0.046123998	0.046148806	0.046018452	0.046126197	0.046192456	0.046756214	0.047702309	0.049220668	0.051883484	0.055414956	0.060655415	0.067555974	0.076423271	0.087624176	0.101008713	0.115890843	0.131670751	0.146998417	0.160796995	0.172172166	0.180686767	0.186572528	0.190303134	0.193062562	0.195033729	0.196497655	0.19742592	0.197687255	0.196499498	0.193269921	0.188057113	0.181071589	0.172402097	0.162978555	0.154084256	0.146078536	0.139343936	0.133380991	0.128592162	0.124466102	0.121245711	0.118815714	0.11682923	0.115055369	0.112551563	0.109386744	0.105354291	0.100854724	0.096409398	0.092387397	0.089053574	0.087227673	0.086666209	0.086515635	0.085736026	0.083234467	0.079146617	0.074069816	0.068559716	0.063567746	0.060143404	0.057685779	0.055317504	0.052287716	0.048974127	0.046106006	0.044155429	0.043230506	0.043099271	0.04374041	0.04511134	0.048105691	0.054119046	0.066306512	0.086818279	0.116411637	0.151610146	0.189175181	0.225353933	0.259229515	0.289560598	0.317496973	0.341317165	0.36255804	0.385521591	0.404488793	0.420135119	0.433527671	0.445768024	0.455776613	0.46460564	0.473983759	0.482680157	0.492014715	0.502500436	0.515532962	0.528336045	0.542500495	0.556487889	0.571086906	0.582888442	0.594311073	0.602127968	0.60905569	0.61389383	0.618985343	0.622372136	0.626283738	0.629419682	0.631645916	0.634454258	0.635699866	0.63714326	0.636860476	0.634936888	0.634690376	0.638057471	0.639328601	0.640975855	0.642359471	0.642874224	0.644240678	0.644579158	0.64615198	0.646497486	0.647425324	0.646435456	0.646965151	0.645754131	0.646098347	0.645871541	0.645920959	0.644965021	0.645860383	0.64596023	0.64474968	0.645554138	0.644838083	0.645779392	0.645622942	0.645415952	0.644493224	0.643510642	0.643558267	0.642109072	0.641365944	0.639864565	0.640864634	0.640599715	0.640670465	0.640577065	0.640718909	0.640213344	0.637845787	0.637439259	0.638934125	0.636483836	0.635787504	0.634449994	0.632496768	0.630554713	0.627447655	0.629214731	0.627688495	0.625382182	0.627923892	0.626235538	0.626002423	0.623704038	0.626084891	0.624691676	0.627015362	0.625922754	0.623904753	0.623655872	0.621815437	0.505529632
Cs_-N+Fe	Cs	-N+Fe	17.499	0.129944933	0.111377609	0.099014838	0.091662808	0.086356069	0.082400769	0.078511615	0.07499749	0.072197968	0.069434472	0.06726435	0.065357146	0.063761673	0.061931079	0.05982258	0.058316358	0.055865858	0.053953622	0.052776832	0.052805569	0.054054531	0.055534376	0.056587808	0.056614371	0.056532483	0.056110022	0.056075255	0.056020204	0.05593443	0.055818066	0.055834735	0.055978399	0.056269964	0.057544002	0.0591163	0.061628936	0.065582822	0.071304205	0.079059335	0.089080464	0.101909491	0.116999847	0.134141535	0.152338537	0.170301042	0.186185677	0.199256302	0.209128906	0.216113535	0.220839775	0.224099143	0.226212923	0.22804197	0.23004996	0.23079824	0.22945217	0.225197703	0.219113816	0.211025906	0.201152156	0.190491446	0.180346198	0.170905547	0.162807456	0.156109887	0.150623822	0.146019729	0.142293414	0.139325259	0.136833723	0.134390921	0.131701494	0.128211076	0.123643709	0.118836935	0.113943516	0.109553399	0.106216742	0.104132762	0.102738599	0.101322592	0.099644116	0.096423132	0.091682125	0.085709754	0.079465922	0.074143583	0.070222893	0.067425597	0.064923202	0.062024343	0.058654622	0.055874704	0.05423689	0.054007278	0.054415382	0.055865585	0.057975717	0.061477605	0.06805393	0.081276153	0.104618372	0.138297017	0.178086709	0.220742685	0.261660029	0.299630994	0.334705126	0.366575987	0.395989443	0.423698901	0.449539577	0.46813161	0.485603065	0.501822077	0.515455201	0.526089484	0.535854321	0.546558233	0.555599671	0.566045476	0.577534767	0.592058196	0.605541112	0.621335845	0.636339657	0.650125737	0.661401787	0.672380297	0.680982507	0.687430923	0.693312747	0.699419654	0.704356455	0.708351647	0.711203902	0.712299715	0.713656296	0.715038141	0.717176265	0.719246966	0.72197467	0.726808129	0.730260361	0.730530634	0.72960226	0.729792012	0.729707691	0.73014574	0.729663806	0.730170033	0.729892896	0.729658838	0.729168467	0.729587146	0.729143318	0.729013925	0.730044592	0.730349875	0.729479879	0.730275748	0.730272421	0.727981577	0.728333947	0.726887963	0.726914195	0.726214591	0.725273624	0.725388871	0.724925221	0.725615074	0.724346298	0.724145248	0.723606453	0.724192209	0.72412647	0.723674267	0.723536146	0.722050934	0.721603853	0.717746057	0.717208327	0.718364752	0.715251927	0.71446347	0.713888489	0.711358116	0.708506979	0.705011289	0.706972801	0.703824418	0.701634911	0.703898189	0.70162459	0.70064512	0.697262757	0.699403781	0.697399872	0.699253995	0.699059974	0.694913047	0.695916105	0.69374897	0.557831187
Cs_-N+Fe	Cs	-N+Fe	25.863	0.129574966	0.11035905	0.098489489	0.089585212	0.083930939	0.080253448	0.075402513	0.071885387	0.069018996	0.066179897	0.063516114	0.061754763	0.05930581	0.05736315	0.055276004	0.053659178	0.051395987	0.049589735	0.048342716	0.048272263	0.049318018	0.05072242	0.051449949	0.051290977	0.050999698	0.050711	0.050404808	0.050202497	0.050104911	0.049934892	0.049859021	0.049840305	0.050029345	0.050954007	0.052381021	0.054333474	0.057499421	0.062326827	0.06898386	0.077756905	0.08882293	0.102375345	0.118002661	0.134851694	0.151217888	0.166247814	0.178533751	0.187970456	0.194506039	0.198702685	0.201732924	0.203618001	0.205505906	0.206733503	0.206757792	0.205210067	0.201470221	0.195581274	0.187917693	0.178502772	0.168360293	0.158667153	0.14980113	0.142451576	0.136179904	0.131046857	0.126683722	0.123325091	0.120517225	0.118447488	0.116430229	0.113888543	0.110766583	0.106626504	0.102097838	0.097633767	0.093724051	0.090420559	0.088406481	0.087487698	0.087142929	0.086047127	0.083632658	0.079304572	0.074188689	0.068736057	0.064106731	0.060849538	0.058784405	0.056812492	0.054455686	0.051943562	0.049986738	0.048866679	0.049030258	0.049778025	0.051331447	0.053663962	0.056970266	0.062642095	0.073857462	0.094003989	0.124470955	0.161285615	0.20139724	0.240885006	0.278274601	0.312126596	0.343630554	0.372541549	0.397790222	0.421833304	0.444660404	0.462925457	0.47881617	0.492494162	0.504023981	0.514600782	0.525006804	0.534377679	0.544757264	0.556201517	0.569808136	0.583723388	0.598435633	0.612920644	0.627100279	0.638937068	0.649856905	0.658006266	0.664965032	0.670144853	0.675153821	0.678547203	0.682673306	0.684853403	0.687295487	0.689707358	0.691762404	0.693481506	0.69465281	0.694356322	0.694866618	0.697234718	0.698526486	0.69924524	0.700055848	0.700640833	0.701383988	0.702073829	0.703234373	0.70349677	0.704077307	0.704217992	0.704225373	0.703349504	0.703432781	0.702916827	0.703218985	0.701595923	0.702671678	0.702078191	0.70089609	0.701000448	0.700791025	0.701236819	0.701150807	0.700923118	0.700510963	0.699934834	0.700024541	0.698945432	0.697821428	0.697112095	0.696713088	0.697082398	0.696992623	0.697485507	0.697186592	0.696666677	0.694206565	0.693903184	0.694988156	0.691909092	0.692508722	0.691004521	0.688954464	0.686025652	0.683493831	0.685514686	0.682769055	0.680369735	0.682779385	0.681365272	0.681491231	0.679319668	0.681293095	0.680422939	0.681418706	0.681832364	0.67912529	0.679334445	0.677574402	0.54679229
Cs_-N+Fe	Cs	-N+Fe	22.1	0.127703875	0.109538874	0.097999284	0.090564146	0.08592117	0.082190087	0.07849684	0.075061039	0.072539991	0.069836763	0.068068294	0.066258973	0.064773148	0.0628044	0.060803742	0.059309028	0.056969653	0.055006059	0.053890068	0.054065199	0.05547359	0.057176773	0.058410609	0.058535632	0.058480274	0.058191483	0.058206861	0.058213811	0.058206333	0.058253382	0.058348446	0.058504578	0.058999606	0.060365854	0.062180309	0.064948976	0.069240253	0.075193639	0.083487488	0.093969899	0.107271464	0.122974574	0.140414775	0.158923275	0.177028134	0.192950948	0.205972599	0.215816198	0.222743112	0.227554947	0.230718008	0.23277533	0.234644778	0.236701157	0.237444386	0.236149993	0.232107475	0.226129374	0.218124112	0.208527474	0.198057527	0.187918611	0.178436196	0.170216848	0.163540644	0.158024145	0.15335775	0.14959591	0.146526821	0.144056877	0.141564946	0.138817385	0.135311701	0.130744681	0.125775636	0.120867102	0.116345264	0.112920244	0.110783867	0.10939404	0.107856691	0.106001181	0.102587745	0.09761821	0.091354745	0.084813489	0.079195648	0.074950875	0.071971585	0.069236214	0.066067655	0.062282526	0.059162228	0.05722109	0.056663868	0.056810693	0.058001006	0.059957737	0.063482403	0.070505197	0.084531625	0.10892266	0.143384972	0.183655688	0.226076384	0.266593255	0.303848458	0.338061963	0.368975105	0.397326336	0.424250608	0.448987841	0.466811857	0.483644477	0.499069704	0.512016444	0.522086086	0.531564807	0.541851419	0.550723015	0.56104243	0.572180213	0.586370831	0.599791684	0.615197255	0.629812177	0.643636658	0.654649717	0.665390847	0.6739125	0.680426668	0.686396409	0.692413807	0.697448332	0.701419379	0.704211518	0.705423628	0.706695749	0.708102498	0.710175703	0.712496821	0.715298001	0.720001585	0.723624464	0.723793791	0.722805028	0.722993592	0.722809789	0.723323821	0.722742841	0.723218721	0.723152852	0.722973103	0.722796373	0.722865552	0.722546949	0.722782308	0.723740048	0.724006565	0.723431202	0.724131617	0.724481997	0.722219725	0.722547367	0.721173816	0.721158377	0.720759641	0.719880399	0.719671005	0.719438247	0.720141446	0.719241784	0.719192758	0.71875667	0.719494852	0.719803525	0.719209103	0.719201062	0.717327664	0.716749705	0.713397345	0.713178071	0.714199987	0.710611536	0.710417018	0.709837119	0.707370822	0.704399518	0.701223479	0.702878136	0.699968851	0.697644769	0.700734953	0.698151975	0.697087011	0.694130524	0.695888955	0.693988449	0.696112893	0.695443847	0.69257593	0.692890733	0.690850242	0.554627672
Cs_-N+Fe	Cs	-N+Fe	23.911	0.126995068	0.108438423	0.096912116	0.088003277	0.082682918	0.079619482	0.074935671	0.071823608	0.069232666	0.066693453	0.064274373	0.062676549	0.060592046	0.058745911	0.056747139	0.055210129	0.052935313	0.051230051	0.049960098	0.04990008	0.050905943	0.052212966	0.052873431	0.052568369	0.05226976	0.052054653	0.051709127	0.051470677	0.051396262	0.05117407	0.05108245	0.051017725	0.051163147	0.051823433	0.053193844	0.054790567	0.057552648	0.061889656	0.067744366	0.075667575	0.085633113	0.098103976	0.112553538	0.12818847	0.143542353	0.157786126	0.169555128	0.178571316	0.184835378	0.188909932	0.191859872	0.193686689	0.19555074	0.196684491	0.19674095	0.19526837	0.191700131	0.186075193	0.178709977	0.169650011	0.159897381	0.150732772	0.142390273	0.135457452	0.129534922	0.124753646	0.12067955	0.11746049	0.114859743	0.112944208	0.111052986	0.108683292	0.105724199	0.101838081	0.097642613	0.093518892	0.089860205	0.086773939	0.084890331	0.084157338	0.083891195	0.082926225	0.080736677	0.076802318	0.072085838	0.06716587	0.06291103	0.059949591	0.058065645	0.056246056	0.054150913	0.05185141	0.050056315	0.04892564	0.049010356	0.049459346	0.050668886	0.052488206	0.055272955	0.06019845	0.070118278	0.088355483	0.116520619	0.150908633	0.189291919	0.227376316	0.263940075	0.297515153	0.328977944	0.357906814	0.38313675	0.408224242	0.43139928	0.450351714	0.46656987	0.480812236	0.492707441	0.503510683	0.513975622	0.523499096	0.533762296	0.545102967	0.558399868	0.571691256	0.585997038	0.600001798	0.613703059	0.624961303	0.635636792	0.643171554	0.649756624	0.65442856	0.659125689	0.662460482	0.666304823	0.668377716	0.670863263	0.67304441	0.675163656	0.676881624	0.677377708	0.67700664	0.67710559	0.67963786	0.680498668	0.681530974	0.682372936	0.682755771	0.683525367	0.684035008	0.685385991	0.685619498	0.686408139	0.686147738	0.686106819	0.685251356	0.685472059	0.684717015	0.685011598	0.683522044	0.684493279	0.683995144	0.683285393	0.683551237	0.682887925	0.683405104	0.683015922	0.682997074	0.68227412	0.681897077	0.681564365	0.680774192	0.679353674	0.67855348	0.678289922	0.678560721	0.678317764	0.67845094	0.678635077	0.677907216	0.675342354	0.674940443	0.676060193	0.673410264	0.673294949	0.67140017	0.669462809	0.666396154	0.663550675	0.665431876	0.663333974	0.660854427	0.663121908	0.661729228	0.661247154	0.65883297	0.661144116	0.659362529	0.66071071	0.660852166	0.658548755	0.658383167	0.655971465	0.530108242
Cs_-N+Fe	Cs	-N+Fe	9.728	0.125847728	0.107151639	0.095255364	0.087818793	0.082867902	0.078940638	0.075371816	0.07174593	0.069560447	0.066577599	0.064600934	0.062948515	0.061536597	0.059579772	0.057775619	0.056389024	0.053954625	0.052118427	0.051016213	0.050743823	0.051594042	0.052607726	0.053289868	0.052919202	0.052688141	0.052258593	0.052096605	0.051998026	0.051731078	0.051487465	0.051274713	0.051239535	0.051236707	0.051858589	0.052626019	0.053824994	0.056014917	0.059254918	0.064062975	0.07050566	0.079125941	0.089745121	0.102233756	0.116244276	0.130363135	0.143112674	0.153870416	0.16217988	0.168115451	0.172029526	0.174715494	0.176686457	0.178223199	0.17996572	0.180622358	0.179281213	0.175484568	0.170109103	0.162907164	0.154467481	0.145443094	0.136898418	0.129161758	0.122624333	0.117426047	0.113175849	0.109529191	0.106604685	0.104290707	0.102436988	0.100467976	0.098435494	0.095897637	0.092567928	0.088966223	0.085504352	0.082336095	0.080037157	0.078545509	0.077517686	0.076639517	0.075485006	0.073280151	0.070007586	0.066015079	0.061986604	0.058549371	0.056197049	0.054655357	0.053237922	0.051641808	0.049826106	0.048329453	0.047534675	0.047643683	0.048028336	0.049085021	0.050472594	0.052607551	0.056536047	0.064777974	0.08073159	0.105948297	0.138348219	0.175122554	0.212587267	0.248665277	0.28306592	0.314984601	0.344678279	0.373424592	0.399886326	0.420100992	0.440283206	0.457626101	0.472139158	0.484243483	0.494759572	0.506258074	0.516197329	0.527533331	0.539563935	0.554090414	0.568150701	0.583803879	0.598769091	0.61260582	0.624328487	0.634962332	0.643628773	0.650292198	0.656595441	0.66250522	0.667255304	0.670844187	0.67381522	0.675247287	0.676786919	0.678208192	0.680391457	0.682787738	0.684989881	0.689671924	0.692334981	0.692380199	0.691715289	0.692873693	0.692552173	0.693233301	0.692838105	0.693549426	0.693304849	0.693001277	0.693048281	0.693372707	0.693063501	0.693354589	0.694390048	0.695004106	0.6936585	0.694992153	0.695396947	0.692763635	0.693529721	0.69274483	0.692204136	0.691715118	0.691022387	0.691676707	0.691189083	0.691643267	0.690321001	0.690281317	0.6899881	0.690150091	0.690204644	0.689743129	0.690165604	0.688503157	0.687758083	0.684428069	0.684196149	0.685078871	0.682357031	0.681737303	0.680993822	0.678985843	0.676491813	0.673639464	0.674955253	0.672272156	0.670061555	0.672485758	0.670068717	0.669714714	0.666021569	0.667801228	0.665740108	0.667731735	0.667148842	0.663505863	0.664284999	0.66270045	0.533462408
Sl_-N+Fe	Sl	-N+Fe	12.291	0.12921384	0.114047282	0.105176138	0.097154581	0.090792317	0.086427094	0.08399541	0.080468638	0.077749877	0.076273574	0.074601119	0.072210731	0.070904401	0.068506699	0.066579569	0.064885393	0.062308007	0.059597884	0.057849459	0.057895026	0.05948771	0.061534018	0.063017949	0.063123386	0.062969062	0.062915761	0.062878304	0.062937633	0.062807923	0.062316063	0.062322775	0.062241595	0.062294644	0.063060908	0.063872084	0.065659968	0.068216692	0.071976258	0.077470328	0.084497432	0.093588157	0.104735197	0.11738375	0.131363573	0.145669332	0.158410767	0.169227329	0.177390168	0.183266307	0.186989671	0.189993449	0.192061725	0.193829373	0.195824703	0.196901121	0.196282084	0.193125217	0.18822262	0.181330181	0.173389985	0.164764787	0.156491683	0.149132539	0.143042695	0.137530854	0.133033709	0.129343096	0.126505167	0.124287781	0.122167547	0.120245702	0.11818192	0.11563814	0.112211486	0.108723533	0.105071451	0.101834062	0.099405809	0.098017346	0.097064645	0.095806293	0.093881248	0.091035144	0.087339791	0.08255903	0.077577656	0.073678288	0.070995506	0.068929476	0.067235988	0.06498338	0.062359148	0.060173912	0.058515597	0.057864137	0.057763498	0.058286086	0.059326281	0.061846294	0.066912554	0.077621369	0.096585588	0.125136815	0.160590565	0.199863046	0.238935007	0.275965368	0.311036745	0.343744403	0.373924901	0.403046843	0.43095534	0.452825193	0.469379945	0.486717512	0.501709836	0.514154933	0.525134495	0.537106595	0.547126525	0.559097272	0.571667899	0.586185777	0.601275544	0.618153512	0.633990588	0.649270268	0.660440118	0.672086311	0.680211155	0.687107845	0.692645623	0.699490981	0.704545189	0.707896888	0.710171126	0.711671613	0.712833505	0.713530336	0.714879807	0.717206356	0.722327806	0.727624007	0.731908293	0.733714559	0.731753464	0.731339568	0.730808057	0.730080908	0.730049435	0.730062529	0.729037015	0.729009984	0.727788552	0.729500652	0.729689692	0.728568252	0.727859135	0.729805863	0.72984711	0.729070517	0.729167822	0.727984114	0.726676075	0.726187625	0.726017929	0.725695841	0.724811843	0.722743985	0.72206896	0.721901028	0.722357594	0.721974726	0.721010755	0.721432168	0.719205542	0.720666936	0.717262497	0.71769318	0.714741239	0.713653232	0.71204062	0.7127286	0.711902559	0.709055737	0.706853186	0.704784716	0.701640011	0.700551117	0.699612749	0.696367225	0.695530239	0.695070107	0.694850746	0.690159135	0.68957001	0.686788806	0.687625666	0.684317341	0.681837827	0.681938852	0.681113958	0.679375065	0.546972566
Sl_-N+Fe	Sl	-N+Fe	6.169	0.1298325	0.116671814	0.105012096	0.097795729	0.09217732	0.08763067	0.084869149	0.080931961	0.078083959	0.076505487	0.074661243	0.07242728	0.070088144	0.068405454	0.066298734	0.064493322	0.062370469	0.060090814	0.058868729	0.059146826	0.060687966	0.062440666	0.06326422	0.063303239	0.062631263	0.062336033	0.062158626	0.061967415	0.06168077	0.061511419	0.061245509	0.061087632	0.06118508	0.061857746	0.062869558	0.064589977	0.067508042	0.071521876	0.077074283	0.084149537	0.093405315	0.104592949	0.117365841	0.131435332	0.145416796	0.158225641	0.168723807	0.176913804	0.182610665	0.18613889	0.188913449	0.190836926	0.19243345	0.194095728	0.194412564	0.192956644	0.189987725	0.184740534	0.178225097	0.170003588	0.161289998	0.152798091	0.14549897	0.139335882	0.13413587	0.129651812	0.126079626	0.123186858	0.120929189	0.119071263	0.117320571	0.115260141	0.112598581	0.10948468	0.105613065	0.102024432	0.098783526	0.096122087	0.094545524	0.093538367	0.093093822	0.091946261	0.089857967	0.086091771	0.081476916	0.076702773	0.072610341	0.069662651	0.067813114	0.066009849	0.063932704	0.061310366	0.059341875	0.057979398	0.057343561	0.057573403	0.058321206	0.05961808	0.062343878	0.067487117	0.07824726	0.097244054	0.125469952	0.160662135	0.199013443	0.237177508	0.273980751	0.307696723	0.339379388	0.368503295	0.39640615	0.419587101	0.443699488	0.462406012	0.479431822	0.493321743	0.506328349	0.517583402	0.528584748	0.538878763	0.550521762	0.563303983	0.578201658	0.593735696	0.609986636	0.625148266	0.63991939	0.651741751	0.662695145	0.670897743	0.677962374	0.684254121	0.689430531	0.692890802	0.696149109	0.698167781	0.701415115	0.703130061	0.704950632	0.706086652	0.707695001	0.709969782	0.711035735	0.71104074	0.713024654	0.714021641	0.71456135	0.714568657	0.71468982	0.715849588	0.715927028	0.715978624	0.716569274	0.716317852	0.716901094	0.717232609	0.71670278	0.715027498	0.716320792	0.715915516	0.715753954	0.714902897	0.714121007	0.713133648	0.7134258	0.712404272	0.714008819	0.713632686	0.71135263	0.711172802	0.71060169	0.711232484	0.710062058	0.708400595	0.708067022	0.706686226	0.707930976	0.706482034	0.707072311	0.704875568	0.703424617	0.703732891	0.704694346	0.703393301	0.701122769	0.699425451	0.697652077	0.69388021	0.693294479	0.692609369	0.689850514	0.690333531	0.68947333	0.690056556	0.685561829	0.686272961	0.684197932	0.687305094	0.683162055	0.680989248	0.682221157	0.6826393	0.680890649	0.542744462
Sl_-N+Fe	Sl	-N+Fe	11.39	0.132795544	0.118835582	0.109382032	0.101683607	0.095379538	0.090511755	0.087752616	0.083184723	0.080710485	0.078928988	0.076881682	0.074185572	0.072797854	0.070206964	0.068325488	0.066421893	0.0639335	0.061282987	0.059887357	0.060271787	0.062293363	0.064449984	0.066190104	0.066374288	0.066338497	0.066349067	0.066742803	0.066846147	0.066632854	0.066346684	0.066488079	0.066774131	0.067253293	0.068641868	0.070537892	0.073635126	0.078041075	0.084127758	0.09241852	0.102843833	0.115993604	0.131341791	0.148315665	0.166151182	0.183912231	0.199463297	0.212283292	0.222099706	0.229328775	0.234106472	0.237909943	0.240577686	0.242809418	0.245465985	0.24705732	0.246910032	0.244263509	0.239559151	0.232886996	0.224914068	0.215913334	0.207049725	0.199110016	0.192138843	0.185845117	0.180517897	0.176145353	0.172466395	0.169607428	0.166911201	0.164613415	0.162230486	0.159438648	0.15536766	0.1510839	0.146652995	0.142437681	0.139187813	0.137219423	0.135874217	0.13386461	0.130952003	0.126418333	0.120157914	0.112180133	0.10393965	0.097262589	0.092665862	0.089426689	0.086595222	0.082611174	0.077600908	0.072826489	0.069192893	0.067121073	0.066307332	0.066589665	0.068202627	0.072900795	0.083088462	0.102583704	0.1331786	0.173254379	0.218272012	0.264179208	0.30605825	0.343110644	0.376099519	0.4046521	0.430328318	0.454076866	0.476485809	0.491760677	0.50328417	0.516098701	0.527281378	0.536049271	0.544642006	0.554042556	0.562704917	0.573796378	0.585265905	0.599174798	0.613810689	0.630686137	0.645521777	0.660390716	0.671020859	0.682350501	0.69049872	0.697006163	0.702271858	0.709135377	0.71428396	0.717889021	0.720217051	0.7218749	0.723281673	0.723750784	0.725401652	0.7275627	0.732615915	0.73799824	0.741344932	0.742760547	0.740592982	0.741033059	0.740578048	0.739898	0.739995308	0.739789945	0.739217897	0.739414824	0.738863362	0.740189149	0.740416578	0.740075022	0.739402623	0.740711686	0.741485588	0.740533283	0.741178922	0.739622795	0.738580472	0.737896493	0.73738788	0.737727386	0.736703785	0.734690153	0.734583138	0.735184335	0.735285116	0.735239542	0.733972784	0.7348302	0.732887384	0.73477941	0.73197121	0.732749049	0.729169943	0.727998316	0.726967824	0.727648924	0.727478997	0.724523424	0.723210348	0.721329219	0.718333309	0.716990038	0.715758803	0.713120878	0.713141189	0.712607038	0.712732592	0.708010576	0.70715308	0.704993256	0.705975276	0.702683591	0.700685937	0.700900171	0.701408824	0.698778361	0.557005927
